db,phase,query_name,duration_sec,total_requests,success_requests,error_requests,ops_per_sec,p50_ms,p95_ms,p99_ms,avg_rows_returned,total_rows_returned,avg_cpu_percent,max_cpu_percent,avg_mem_percent,max_mem_percent,mem_limit_bytes,net_in_delta_bytes,net_out_delta_bytes,block_in_delta_bytes,block_out_delta_bytes
redis,warmup,q1_user_by_id,0.036126199999999997,19,19,0,525.93408661857609,1.9545999999999999,2.1453099999999985,2.6897020000000005,1,19,0.31,0.35999999999999999,1.8999999999999999,1.9099999999999999,2147483648,47278400,133734000,100000,16995900
redis,warmup,q2_all_users,0.18452469999999996,19,19,0,102.9672450354885,8.8869000000000007,13.18939999999999,16.368200000000002,200,3800,0.31,0.35999999999999999,1.8999999999999999,1.9099999999999999,2147483648,47278400,133734000,100000,16995900
redis,warmup,q3_user_by_login,0.029397599999999999,18,18,0,612.29488121479301,1.7400500000000001,1.9218099999999996,2.1294819999999994,1,18,0.31,0.35999999999999999,1.8999999999999999,1.9099999999999999,2147483648,47278400,133734000,100000,16995900
redis,warmup,q4_sellers_rating,2.130128,18,18,0,8.4501964201212321,113.7,129.5428049999999,183.51896099999988,100,1800,0.31,0.35999999999999999,1.8999999999999999,1.9099999999999999,2147483648,47278400,133734000,100000,16995900
redis,warmup,q5_orders_offset,0.59685719999999987,18,18,0,30.157967433416243,30.5747,43.005919999999961,60.074463999999956,50,900,0.31,0.35999999999999999,1.8999999999999999,1.9099999999999999,2147483648,47278400,133734000,100000,16995900
redis,warmup,q6_products_by_seller,0.025498199999999999,18,18,0,705.93218344824345,1.5566499999999999,1.8112949999999999,1.8407389999999999,0.94444444444444442,17,0.31,0.35999999999999999,1.8999999999999999,1.9099999999999999,2147483648,47278400,133734000,100000,16995900
redis,warmup,q7_products_join_sellers,0.0899871,18,18,0,200.02867077614459,2.1585999999999999,10.498229999999925,46.368365999999909,1.4444444444444444,26,0.31,0.35999999999999999,1.8999999999999999,1.9099999999999999,2147483648,47278400,133734000,100000,16995900
redis,warmup,q8_order_items_join_products,0.062513500000000014,18,18,0,287.93780543402619,2.0946499999999997,6.5937249999999654,23.068424999999955,2.6111111111111112,47,0.31,0.35999999999999999,1.8999999999999999,1.9099999999999999,2147483648,47278400,133734000,100000,16995900
redis,warmup,q9_orders_items_products_by_user,0.064490699999999984,18,18,0,279.11001121091886,2.92395,8.7843999999999962,11.082799999999995,3.5,63,0.31,0.35999999999999999,1.8999999999999999,1.9099999999999999,2147483648,47278400,133734000,100000,16995900
redis,warmup,q10_top_sellers_qty,7.1574363999999999,18,18,0,2.5148669151988554,390.34724999999997,433.95203499999985,503.45816699999983,20,360,0.31,0.35999999999999999,1.8999999999999999,1.9099999999999999,2147483648,47278400,133734000,100000,16995900
redis,warmup,q11_top_categories,2.7142626000000001,18,18,0,6.6316354209795323,147.1782,179.794195,180.08475899999999,10,180,0.31,0.35999999999999999,1.8999999999999999,1.9099999999999999,2147483648,47278400,133734000,100000,16995900
