db,phase,query_name,duration_sec,total_requests,success_requests,error_requests,ops_per_sec,p50_ms,p95_ms,p99_ms,avg_rows_returned,total_rows_returned,avg_cpu_percent,max_cpu_percent,avg_mem_percent,max_mem_percent,mem_limit_bytes,net_in_delta_bytes,net_out_delta_bytes,block_in_delta_bytes,block_out_delta_bytes
redis,warmup,q1_user_by_id,0.033106999999999998,19,19,0,573.89675899356632,1.8189,1.9499399999999996,2.0510280000000001,1,19,0.31,0.35999999999999999,1.8999999999999999,1.9099999999999999,2147483648,47278400,133734000,100000,16995900
redis,warmup,q2_all_users,0.096289899999999998,19,19,0,197.3207989623003,4.6464999999999996,7.8710999999999984,8.4514200000000006,200,3800,0.31,0.35999999999999999,1.8999999999999999,1.9099999999999999,2147483648,47278400,133734000,100000,16995900
redis,warmup,q3_user_by_login,0.026846499999999999,18,18,0,670.47846087944424,1.6174500000000001,1.757385,1.7600369999999999,1,18,0.31,0.35999999999999999,1.8999999999999999,1.9099999999999999,2147483648,47278400,133734000,100000,16995900
redis,warmup,q4_sellers_rating,2.1203967000000001,18,18,0,8.4889775578315128,113.39060000000001,128.89164999999988,181.53384999999986,100,1800,0.31,0.35999999999999999,1.8999999999999999,1.9099999999999999,2147483648,47278400,133734000,100000,16995900
redis,warmup,q5_orders_offset,0.076446999999999987,18,18,0,235.45724488861569,3.7735500000000002,6.4051649999999967,8.1439929999999947,50,900,0.31,0.35999999999999999,1.8999999999999999,1.9099999999999999,2147483648,47278400,133734000,100000,16995900
redis,warmup,q6_products_by_seller,0.0231384,18,18,0,777.92760087127897,1.4313500000000001,1.6626399999999999,1.680048,0.94444444444444442,17,0.31,0.35999999999999999,1.8999999999999999,1.9099999999999999,2147483648,47278400,133734000,100000,16995900
redis,warmup,q7_products_join_sellers,0.034281200000000005,18,18,0,525.06913410265679,1.9830000000000001,2.4539149999999994,2.751822999999999,1.4444444444444444,26,0.31,0.35999999999999999,1.8999999999999999,1.9099999999999999,2147483648,47278400,133734000,100000,16995900
redis,warmup,q8_order_items_join_products,0.033804900000000006,18,18,0,532.46718670961889,1.8647499999999999,2.7436199999999999,2.764564,2.6111111111111112,47,0.31,0.35999999999999999,1.8999999999999999,1.9099999999999999,2147483648,47278400,133734000,100000,16995900
redis,warmup,q9_orders_items_products_by_user,0.059280199999999998,18,18,0,303.64270026079532,2.7837000000000001,8.0469449999999991,8.3041889999999992,3.5,63,0.31,0.35999999999999999,1.8999999999999999,1.9099999999999999,2147483648,47278400,133734000,100000,16995900
redis,warmup,q10_top_sellers_qty,4.6799295999999995,18,18,0,3.8462117036974237,255.12264999999999,292.16233999999992,344.61998799999986,20,360,0.31,0.35999999999999999,1.8999999999999999,1.9099999999999999,2147483648,47278400,133734000,100000,16995900
